job_num,lab_smp_id,treatment,order,taxon,taxa_code,life_stage,length_class_mm,num_indiv,ind_mg,tot_mg
AXL007,A9,NZ_12,Ephemeroptera,Paraleptophlebia sp.,33,larvae,3,1,0.089876375,0.089876375
AXL007,A9,NZ_12,Ephemeroptera,Paraleptophlebia sp.,33,larvae,4,5,0.194639506,0.973197532
AXL007,A9,NZ_12,Ephemeroptera,Paraleptophlebia sp.,33,larvae,5,2,0.354430665,0.70886133
AXL007,A9,NZ_12,Ephemeroptera,Paraleptophlebia sp.,33,larvae,6,2,0.578378468,1.156756936
AXL007,A9,NZ_12,Ephemeroptera,Rhithrogena sp.,32,larvae,2,1,0.072855168,0.072855168
AXL007,A9,NZ_12,Ephemeroptera,Rhithrogena sp.,32,larvae,3,18,0.222543898,4.005790166
AXL007,A9,NZ_12,Ephemeroptera,Rhithrogena sp.,32,larvae,4,54,0.491469953,26.53937747
AXL007,A9,NZ_12,Ephemeroptera,Rhithrogena sp.,32,larvae,5,37,0.908630158,33.61931586
AXL007,A9,NZ_12,Ephemeroptera,Rhithrogena sp.,32,larvae,6,3,1.501247506,4.503742519
AXL007,A9,NZ_12,Plecoptera,Claassenia sabulosa,138,larvae,3,1,0.234027712,0.234027712
AXL007,A9,NZ_12,Plecoptera,Hesperoperla pacifica,14,larvae,2,1,0.072828364,0.072828364
AXL007,A9,NZ_12,Plecoptera,Isoperla fulva,165,larvae,5,2,1.617453572,3.234907143
AXL007,A9,NZ_12,Plecoptera,Skwala americana,16,larvae,12,1,17.83902228,17.83902228
AXL007,A9,NZ_12,Trichoptera,Arctopsyche grandis,212,larvae,7,1,1.242015573,1.242015573
AXL007,A9,NZ_12,Trichoptera,Arctopsyche grandis,212,larvae,10,3,3.400714523,10.20214357
AXL007,A9,NZ_12,Trichoptera,Brachycentrus americanus,134,larvae,2,1,0.015157166,0.015157166
AXL007,A9,NZ_12,Trichoptera,Brachycentrus americanus,134,larvae,3,1,0.043496596,0.043496596
AXL007,A9,NZ_12,Trichoptera,Brachycentrus occidentalis,134,larvae,5,2,0.164157988,0.328315976
AXL007,A9,NZ_12,Trichoptera,Brachycentrus occidentalis,134,larvae,6,4,0.263714045,1.054856179
AXL007,A9,NZ_12,Trichoptera,Brachycentrus occidentalis,134,larvae,7,8,0.393726742,3.149813933
AXL007,A9,NZ_12,Trichoptera,Brachycentrus occidentalis,134,larvae,9,1,0.756781546,0.756781546
AXL007,A9,NZ_12,Trichoptera,Hydropsyche cockerelli,139,larvae,7,1,1.242015573,1.242015573
AXL007,A9,NZ_12,Trichoptera,Hydropsyche oslari,139,larvae,4,2,0.255733482,0.511466964
AXL007,A9,NZ_12,Trichoptera,Hydropsyche oslari,139,larvae,5,5,0.48024347,2.40121735
AXL007,A9,NZ_12,Trichoptera,Lepidostoma sp.,45,larvae,1,1,0.0079,0.0079
AXL007,A9,NZ_12,Trichoptera,Lepidostoma sp.,45,larvae,2,45,0.049551357,2.229811051
AXL007,A9,NZ_12,Trichoptera,Lepidostoma sp.,45,larvae,3,8,0.14505119,1.160409517
AXL007,A9,NZ_12,Trichoptera,Lepidostoma sp.,45,larvae,4,2,0.310802146,0.621604291
AXL007,B1,Zn_1600,Diptera,Atherix pachypus,159,larvae,7,2,0.534694656,1.069389311
AXL007,B1,Zn_1600,Diptera,Atherix pachypus,159,larvae,8,3,0.764860535,2.294581606
AXL007,B1,Zn_1600,Diptera,Atherix pachypus,159,larvae,9,2,1.048871212,2.097742424
AXL007,B1,Zn_1600,Diptera,Atherix pachypus,159,larvae,10,1,1.391227001,1.391227001
AXL007,B1,Zn_1600,Diptera,Atherix pachypus,159,larvae,13,2,2.811124793,5.622249585
AXL007,B1,Zn_1600,Diptera,Brillia sp.,103,larvae,3,1,0.065380122,0.065380122
AXL007,B1,Zn_1600,Diptera,Thienemannimyia group,83,larvae,3,1,0.053718384,0.053718384
AXL007,B1,Zn_1600,Ephemeroptera,Drunella doddsii,171,larvae,5,1,0.764330089,0.764330089
AXL007,B1,Zn_1600,Ephemeroptera,Drunella grandis,201,larvae,5,2,0.764330089,1.528660177
AXL007,B1,Zn_1600,Ephemeroptera,Ephemerella sp.,28,larvae,2,1,0.065825398,0.065825398
AXL007,B1,Zn_1600,Ephemeroptera,Ephemerella sp.,28,larvae,4,1,0.420677962,0.420677962
AXL007,B1,Zn_1600,Ephemeroptera,Rhithrogena sp.,32,larvae,2,5,0.072855168,0.36427584
AXL007,B1,Zn_1600,Ephemeroptera,Rhithrogena sp.,32,larvae,3,15,0.222543898,3.338158472
AXL007,B1,Zn_1600,Ephemeroptera,Rhithrogena sp.,32,larvae,4,27,0.491469953,13.26968873
AXL007,B1,Zn_1600,Ephemeroptera,Rhithrogena sp.,32,larvae,5,16,0.908630158,14.53808253
AXL007,B1,Zn_1600,Ephemeroptera,Rhithrogena sp.,32,larvae,6,2,1.501247506,3.002495013
AXL007,B1,Zn_1600,Plecoptera,Sweltsa sp.,11,larvae,7,1,1.303048011,1.303048011
AXL007,B1,Zn_1600,Trichoptera,Brachycentrus americanus,134,larvae,3,1,0.043496596,0.043496596
AXL007,B1,Zn_1600,Trichoptera,Brachycentrus occidentalis,134,larvae,5,1,0.164157988,0.164157988
AXL007,B1,Zn_1600,Trichoptera,Brachycentrus occidentalis,134,larvae,6,2,0.263714045,0.527428089
AXL007,B1,Zn_1600,Trichoptera,Brachycentrus occidentalis,134,larvae,7,2,0.393726742,0.787453483
AXL007,B1,Zn_1600,Trichoptera,Lepidostoma sp.,45,larvae,2,25,0.049551357,1.238783917
AXL007,B1,Zn_1600,Trichoptera,Lepidostoma sp.,45,larvae,3,1,0.14505119,0.14505119
AXL007,B1,Zn_1600,Trichoptera,Lepidostoma sp.,45,larvae,5,1,0.561304641,0.561304641
AXL007,B2,Cu_25,Diptera,Atherix pachypus,159,larvae,3,1,0.05515185,0.05515185
AXL007,B2,Cu_25,Diptera,Atherix pachypus,159,larvae,4,1,0.119267148,0.119267148
AXL007,B2,Cu_25,Diptera,Atherix pachypus,159,larvae,5,2,0.216938473,0.433876947
AXL007,B2,Cu_25,Diptera,Atherix pachypus,159,larvae,7,3,0.534694656,1.604083967
AXL007,B2,Cu_25,Diptera,Atherix pachypus,159,larvae,8,2,0.764860535,1.52972107
AXL007,B2,Cu_25,Diptera,Atherix pachypus,159,larvae,9,1,1.048871212,1.048871212
AXL007,B2,Cu_25,Diptera,Atherix pachypus,159,larvae,10,4,1.391227001,5.564908004
AXL007,B2,Cu_25,Diptera,Atherix pachypus,159,larvae,11,2,1.796270704,3.592541407
AXL007,B2,Cu_25,Diptera,Atherix pachypus,159,larvae,12,1,2.268208212,2.268208212
AXL007,B2,Cu_25,Diptera,Atherix pachypus,159,larvae,13,1,2.811124793,2.811124793
AXL007,B2,Cu_25,Diptera,Eukiefferiella sp.,120,larvae,4,1,0.12751271,0.12751271
AXL007,B2,Cu_25,Ephemeroptera,Baetis tricaudatus,26,larvae,3,1,0.124738201,0.124738201
AXL007,B2,Cu_25,Ephemeroptera,Drunella doddsii,171,larvae,4,3,0.420677962,1.262033887
AXL007,B2,Cu_25,Ephemeroptera,Drunella doddsii,171,larvae,5,1,0.764330089,0.764330089
AXL007,B2,Cu_25,Ephemeroptera,Drunella grandis,201,larvae,5,2,0.764330089,1.528660177
AXL007,B2,Cu_25,Ephemeroptera,Drunella grandis,201,larvae,6,3,1.245001775,3.735005326
AXL007,B2,Cu_25,Ephemeroptera,Drunella grandis,201,larvae,7,1,1.880700239,1.880700239
AXL007,B2,Cu_25,Ephemeroptera,Ephemerella sp.,28,larvae,2,2,0.065825398,0.131650796
AXL007,B2,Cu_25,Ephemeroptera,Ephemerella sp.,28,larvae,3,6,0.194811102,1.16886661
AXL007,B2,Cu_25,Ephemeroptera,Ephemerella sp.,28,larvae,4,1,0.420677962,0.420677962
AXL007,B2,Cu_25,Ephemeroptera,Paraleptophlebia sp.,33,larvae,3,1,0.089876375,0.089876375
AXL007,B2,Cu_25,Ephemeroptera,Paraleptophlebia sp.,33,larvae,4,3,0.194639506,0.583918519
AXL007,B2,Cu_25,Ephemeroptera,Paraleptophlebia sp.,33,larvae,5,4,0.354430665,1.41772266
AXL007,B2,Cu_25,Ephemeroptera,Paraleptophlebia sp.,33,larvae,6,1,0.578378468,0.578378468
AXL007,B2,Cu_25,Ephemeroptera,Rhithrogena sp.,32,larvae,2,2,0.072855168,0.145710336
AXL007,B2,Cu_25,Ephemeroptera,Rhithrogena sp.,32,larvae,3,25,0.222543898,5.563597453
AXL007,B2,Cu_25,Ephemeroptera,Rhithrogena sp.,32,larvae,4,52,0.491469953,25.55643756
AXL007,B2,Cu_25,Ephemeroptera,Rhithrogena sp.,32,larvae,5,38,0.908630158,34.52794602
AXL007,B2,Cu_25,Ephemeroptera,Rhithrogena sp.,32,larvae,6,3,1.501247506,4.503742519
AXL007,B2,Cu_25,Plecoptera,Isoperla fulva,165,larvae,5,1,1.617453572,1.617453572
AXL007,B2,Cu_25,Plecoptera,Isoperla fulva,165,larvae,6,1,2.666532,2.666532
AXL007,B2,Cu_25,Plecoptera,Sweltsa sp.,11,larvae,7,2,1.303048011,2.606096022
AXL007,B2,Cu_25,Trichoptera,Arctopsyche grandis,212,larvae,7,1,1.242015573,1.242015573
AXL007,B2,Cu_25,Trichoptera,Brachycentrus americanus,134,larvae,3,1,0.043496596,0.043496596
AXL007,B2,Cu_25,Trichoptera,Brachycentrus occidentalis,134,larvae,5,4,0.164157988,0.656631951
AXL007,B2,Cu_25,Trichoptera,Brachycentrus occidentalis,134,larvae,6,7,0.263714045,1.845998312
AXL007,B2,Cu_25,Trichoptera,Brachycentrus occidentalis,134,larvae,7,4,0.393726742,1.574906966
AXL007,B2,Cu_25,Trichoptera,Brachycentrus occidentalis,134,larvae,8,4,0.557152361,2.228609442
AXL007,B2,Cu_25,Trichoptera,Lepidostoma sp.,45,larvae,1,1,0.0079,0.0079
AXL007,B2,Cu_25,Trichoptera,Lepidostoma sp.,45,larvae,2,56,0.049551357,2.774875975
AXL007,B3,NZ_25,Diptera,Atherix pachypus,159,larvae,6,1,0.353688957,0.353688957
AXL007,B3,NZ_25,Diptera,Atherix pachypus,159,larvae,7,2,0.534694656,1.069389311
AXL007,B3,NZ_25,Diptera,Atherix pachypus,159,larvae,8,4,0.764860535,3.059442141
AXL007,B3,NZ_25,Diptera,Atherix pachypus,159,larvae,9,4,1.048871212,4.195484849
AXL007,B3,NZ_25,Diptera,Atherix pachypus,159,larvae,10,2,1.391227001,2.782454002
AXL007,B3,NZ_25,Diptera,Atherix pachypus,159,larvae,11,2,1.796270704,3.592541407
AXL007,B3,NZ_25,Diptera,Micropsectra/Tanytarsus sp.,128,larvae,4,2,0.041915933,0.083831865
AXL007,B3,NZ_25,Diptera,Rheotanytarsus sp.,86,larvae,3,1,0.017929162,0.017929162
AXL007,B3,NZ_25,Ephemeroptera,Ameletus sp.,24,larvae,3,1,0.131058008,0.131058008
AXL007,B3,NZ_25,Ephemeroptera,Ameletus sp.,24,larvae,4,1,0.275299551,0.275299551
AXL007,B3,NZ_25,Ephemeroptera,Baetis tricaudatus,26,larvae,2,1,0.038880971,0.038880971
AXL007,B3,NZ_25,Ephemeroptera,Baetis tricaudatus,26,larvae,3,3,0.124738201,0.374214604
AXL007,B3,NZ_25,Ephemeroptera,Baetis tricaudatus,26,larvae,4,3,0.285232064,0.855696192
AXL007,B3,NZ_25,Ephemeroptera,Baetis tricaudatus,26,larvae,6,1,0.915083479,0.915083479
AXL007,B3,NZ_25,Ephemeroptera,Diphetor hageni,35,larvae,3,3,0.124738201,0.374214604
AXL007,B3,NZ_25,Ephemeroptera,Diphetor hageni,35,larvae,4,1,0.285232064,0.285232064
AXL007,B3,NZ_25,Ephemeroptera,Drunella doddsii,171,larvae,3,3,0.194811102,0.584433305
AXL007,B3,NZ_25,Ephemeroptera,Drunella doddsii,171,larvae,4,5,0.420677962,2.103389811
AXL007,B3,NZ_25,Ephemeroptera,Drunella grandis,201,larvae,5,3,0.764330089,2.292990266
AXL007,B3,NZ_25,Ephemeroptera,Ephemerella sp.,28,larvae,2,10,0.065825398,0.658253979
AXL007,B3,NZ_25,Ephemeroptera,Ephemerella sp.,28,larvae,3,9,0.194811102,1.753299915
AXL007,B3,NZ_25,Ephemeroptera,Ephemerella sp.,28,larvae,4,5,0.420677962,2.103389811
AXL007,B3,NZ_25,Ephemeroptera,Paraleptophlebia sp.,33,larvae,4,1,0.194639506,0.194639506
AXL007,B3,NZ_25,Ephemeroptera,Paraleptophlebia sp.,33,larvae,5,2,0.354430665,0.70886133
AXL007,B3,NZ_25,Ephemeroptera,Paraleptophlebia sp.,33,larvae,6,3,0.578378468,1.735135404
AXL007,B3,NZ_25,Ephemeroptera,Paraleptophlebia sp.,33,larvae,7,1,0.875046624,0.875046624
AXL007,B3,NZ_25,Ephemeroptera,Rhithrogena sp.,32,larvae,2,1,0.072855168,0.072855168
AXL007,B3,NZ_25,Ephemeroptera,Rhithrogena sp.,32,larvae,3,21,0.222543898,4.673421861
AXL007,B3,NZ_25,Ephemeroptera,Rhithrogena sp.,32,larvae,4,56,0.491469953,27.52231737
AXL007,B3,NZ_25,Ephemeroptera,Rhithrogena sp.,32,larvae,5,44,0.908630158,39.97972697
AXL007,B3,NZ_25,Ephemeroptera,Rhithrogena sp.,32,larvae,6,2,1.501247506,3.002495013
AXL007,B3,NZ_25,Plecoptera,Diura knowltoni,168,larvae,11,1,14.05253948,14.05253948
AXL007,B3,NZ_25,Plecoptera,Sweltsa sp.,11,larvae,8,1,1.874694396,1.874694396
AXL007,B3,NZ_25,Trichoptera,Arctopsyche grandis,212,larvae,7,1,1.242015573,1.242015573
AXL007,B3,NZ_25,Trichoptera,Arctopsyche grandis,212,larvae,8,1,1.810907633,1.810907633
AXL007,B3,NZ_25,Trichoptera,Arctopsyche grandis,212,larvae,12,1,5.690861483,5.690861483
AXL007,B3,NZ_25,Trichoptera,Brachycentrus occidentalis,134,larvae,6,1,0.263714045,0.263714045
AXL007,B3,NZ_25,Trichoptera,Brachycentrus occidentalis,134,larvae,7,2,0.393726742,0.787453483
AXL007,B3,NZ_25,Trichoptera,Hydropsyche oslari,139,larvae,4,1,0.255733482,0.255733482
AXL007,B3,NZ_25,Trichoptera,Lepidostoma sp.,45,larvae,2,30,0.049551357,1.486540701
AXL007,B3,NZ_25,Trichoptera,Lepidostoma sp.,45,larvae,3,3,0.14505119,0.435153569
AXL007,B4,CNZ_3,Diptera,Atherix pachypus,159,larvae,3,1,0.05515185,0.05515185
AXL007,B4,CNZ_3,Diptera,Atherix pachypus,159,larvae,5,1,0.216938473,0.216938473
AXL007,B4,CNZ_3,Diptera,Atherix pachypus,159,larvae,7,2,0.534694656,1.069389311
AXL007,B4,CNZ_3,Diptera,Atherix pachypus,159,larvae,8,3,0.764860535,2.294581606
AXL007,B4,CNZ_3,Diptera,Atherix pachypus,159,larvae,9,1,1.048871212,1.048871212
AXL007,B4,CNZ_3,Diptera,Atherix pachypus,159,larvae,10,2,1.391227001,2.782454002
AXL007,B4,CNZ_3,Diptera,Atherix pachypus,159,larvae,11,1,1.796270704,1.796270704
AXL007,B4,CNZ_3,Diptera,Cladotanytarsus sp.,86,larvae,2,1,0.005416747,0.005416747
AXL007,B4,CNZ_3,Diptera,Micropsectra/Tanytarsus sp.,128,larvae,3,1,0.017929162,0.017929162
AXL007,B4,CNZ_3,Diptera,Polypedilum sp.,90,larvae,4,1,0.041915933,0.041915933
AXL007,B4,CNZ_3,Diptera,Thienemannimyia group,83,larvae,2,1,0.020210028,0.020210028
AXL007,B4,CNZ_3,Diptera,Tvetenia sp.,118,larvae,4,1,0.12751271,0.12751271
AXL007,B4,CNZ_3,Ephemeroptera,Baetis tricaudatus,26,larvae,3,2,0.124738201,0.249476402
AXL007,B4,CNZ_3,Ephemeroptera,Baetis tricaudatus,26,larvae,4,6,0.285232064,1.711392384
AXL007,B4,CNZ_3,Ephemeroptera,Baetis tricaudatus,26,larvae,5,2,0.5417696,1.0835392
AXL007,B4,CNZ_3,Ephemeroptera,Diphetor hageni,35,larvae,4,10,0.285232064,2.852320641
AXL007,B4,CNZ_3,Ephemeroptera,Drunella doddsii,171,larvae,3,1,0.194811102,0.194811102
AXL007,B4,CNZ_3,Ephemeroptera,Drunella doddsii,171,larvae,4,5,0.420677962,2.103389811
AXL007,B4,CNZ_3,Ephemeroptera,Drunella grandis,201,larvae,5,2,0.764330089,1.528660177
AXL007,B4,CNZ_3,Ephemeroptera,Drunella grandis,201,larvae,6,3,1.245001775,3.735005326
AXL007,B4,CNZ_3,Ephemeroptera,Drunella grandis,201,larvae,7,1,1.880700239,1.880700239
AXL007,B4,CNZ_3,Ephemeroptera,Ephemerella sp.,28,larvae,2,5,0.065825398,0.32912699
AXL007,B4,CNZ_3,Ephemeroptera,Ephemerella sp.,28,larvae,3,10,0.194811102,1.948111017
AXL007,B4,CNZ_3,Ephemeroptera,Ephemerella sp.,28,larvae,4,3,0.420677962,1.262033887
AXL007,B4,CNZ_3,Ephemeroptera,Paraleptophlebia sp.,33,larvae,4,2,0.194639506,0.389279013
AXL007,B4,CNZ_3,Ephemeroptera,Paraleptophlebia sp.,33,larvae,6,2,0.578378468,1.156756936
AXL007,B4,CNZ_3,Ephemeroptera,Rhithrogena sp.,32,larvae,3,11,0.222543898,2.447982879
AXL007,B4,CNZ_3,Ephemeroptera,Rhithrogena sp.,32,larvae,4,53,0.491469953,26.04790751
AXL007,B4,CNZ_3,Ephemeroptera,Rhithrogena sp.,32,larvae,5,59,0.908630158,53.60917935
AXL007,B4,CNZ_3,Ephemeroptera,Rhithrogena sp.,32,larvae,6,16,1.501247506,24.0199601
AXL007,B4,CNZ_3,Plecoptera,Diura knowltoni,168,larvae,9,1,8.10567212,8.10567212
AXL007,B4,CNZ_3,Plecoptera,Isoperla fulva,165,larvae,5,1,1.617453572,1.617453572
AXL007,B4,CNZ_3,Plecoptera,Isoperla fulva,165,larvae,6,1,2.666532,2.666532
AXL007,B4,CNZ_3,Trichoptera,Arctopsyche grandis,212,larvae,9,2,2.525521225,5.05104245
AXL007,B4,CNZ_3,Trichoptera,Brachycentrus americanus,134,larvae,3,1,0.043496596,0.043496596
AXL007,B4,CNZ_3,Trichoptera,Brachycentrus occidentalis,134,larvae,7,2,0.393726742,0.787453483
AXL007,B4,CNZ_3,Trichoptera,Brachycentrus occidentalis,134,larvae,8,2,0.557152361,1.114304721
AXL007,B4,CNZ_3,Trichoptera,Hydropsyche oslari,139,larvae,6,1,0.803654364,0.803654364
AXL007,B4,CNZ_3,Trichoptera,Lepidostoma sp.,45,larvae,2,42,0.049551357,2.081156981
AXL007,B4,CNZ_3,Trichoptera,Lepidostoma sp.,45,larvae,3,6,0.14505119,0.870307138
AXL007,B5,CNZ_25,Diptera,Atherix pachypus,159,larvae,3,1,0.05515185,0.05515185
AXL007,B5,CNZ_25,Diptera,Atherix pachypus,159,larvae,4,1,0.119267148,0.119267148
AXL007,B5,CNZ_25,Diptera,Atherix pachypus,159,larvae,5,1,0.216938473,0.216938473
AXL007,B5,CNZ_25,Diptera,Atherix pachypus,159,larvae,8,1,0.764860535,0.764860535
AXL007,B5,CNZ_25,Diptera,Atherix pachypus,159,larvae,9,2,1.048871212,2.097742424
AXL007,B5,CNZ_25,Diptera,Atherix pachypus,159,larvae,10,2,1.391227001,2.782454002
AXL007,B5,CNZ_25,Diptera,Atherix pachypus,159,larvae,11,3,1.796270704,5.388812111
AXL007,B5,CNZ_25,Diptera,Dicranota sp.,68,larvae,4,1,0.119267148,0.119267148
AXL007,B5,CNZ_25,Diptera,Micropsectra/Tanytarsus sp.,128,larvae,3,1,0.017929162,0.017929162
AXL007,B5,CNZ_25,Diptera,Micropsectra/Tanytarsus sp.,128,larvae,4,1,0.041915933,0.041915933
AXL007,B5,CNZ_25,Diptera,Tvetenia sp.,118,larvae,2,1,0.025501271,0.025501271
AXL007,B5,CNZ_25,Ephemeroptera,Drunella doddsii,171,larvae,5,1,0.764330089,0.764330089
AXL007,B5,CNZ_25,Ephemeroptera,Drunella grandis,201,larvae,5,2,0.764330089,1.528660177
AXL007,B5,CNZ_25,Ephemeroptera,Drunella grandis,201,larvae,7,1,1.880700239,1.880700239
AXL007,B5,CNZ_25,Ephemeroptera,Paraleptophlebia sp.,33,larvae,5,1,0.354430665,0.354430665
AXL007,B5,CNZ_25,Ephemeroptera,Rhithrogena sp.,32,larvae,3,1,0.222543898,0.222543898
AXL007,B5,CNZ_25,Ephemeroptera,Rhithrogena sp.,32,larvae,4,8,0.491469953,3.931759625
AXL007,B5,CNZ_25,Ephemeroptera,Rhithrogena sp.,32,larvae,5,14,0.908630158,12.72082222
AXL007,B5,CNZ_25,Ephemeroptera,Rhithrogena sp.,32,larvae,6,3,1.501247506,4.503742519
AXL007,B5,CNZ_25,Plecoptera,Pteronarcella badia,223,larvae,11,1,5.874111194,5.874111194
AXL007,B5,CNZ_25,Trichoptera,Arctopsyche grandis,212,larvae,7,1,1.242015573,1.242015573
AXL007,B5,CNZ_25,Trichoptera,Arctopsyche grandis,212,larvae,9,1,2.525521225,2.525521225
AXL007,B5,CNZ_25,Trichoptera,Brachycentrus americanus,134,larvae,3,1,0.043496596,0.043496596
AXL007,B5,CNZ_25,Trichoptera,Brachycentrus occidentalis,134,larvae,5,3,0.164157988,0.492473963
AXL007,B5,CNZ_25,Trichoptera,Brachycentrus occidentalis,134,larvae,6,5,0.263714045,1.318570223
AXL007,B5,CNZ_25,Trichoptera,Brachycentrus occidentalis,134,larvae,7,3,0.393726742,1.181180225
AXL007,B5,CNZ_25,Trichoptera,Hydropsyche cockerelli,139,larvae,7,1,1.242015573,1.242015573
AXL007,B5,CNZ_25,Trichoptera,Lepidostoma sp.,45,larvae,2,61,0.049551357,3.022632759
AXL007,B5,CNZ_25,Trichoptera,Lepidostoma sp.,45,larvae,3,1,0.14505119,0.14505119
AXL007,B6,Cu_6,Diptera,Atherix pachypus,159,larvae,6,1,0.353688957,0.353688957
AXL007,B6,Cu_6,Diptera,Atherix pachypus,159,larvae,8,3,0.764860535,2.294581606
AXL007,B6,Cu_6,Diptera,Atherix pachypus,159,larvae,9,2,1.048871212,2.097742424
AXL007,B6,Cu_6,Diptera,Atherix pachypus,159,larvae,10,2,1.391227001,2.782454002
AXL007,B6,Cu_6,Diptera,Atherix pachypus,159,larvae,11,2,1.796270704,3.592541407
AXL007,B6,Cu_6,Diptera,Atherix pachypus,159,larvae,12,2,2.268208212,4.536416425
AXL007,B6,Cu_6,Diptera,Atherix pachypus,159,larvae,14,1,3.428998235,3.428998235
AXL007,B6,Cu_6,Diptera,Atherix pachypus,159,larvae,16,1,4.905052628,4.905052628
AXL007,B6,Cu_6,Diptera,Heterotrissocladius sp.,110,larvae,5,1,0.214081198,0.214081198
AXL007,B6,Cu_6,Diptera,Micropsectra/Tanytarsus sp.,128,larvae,3,3,0.017929162,0.053787485
AXL007,B6,Cu_6,Diptera,Micropsectra/Tanytarsus sp.,128,larvae,4,4,0.041915933,0.167663731
AXL007,B6,Cu_6,Diptera,Micropsectra/Tanytarsus sp.,128,larvae,5,1,0.080994866,0.080994866
AXL007,B6,Cu_6,Diptera,Micropsectra/Tanytarsus sp.,128,larvae,6,1,0.13873963,0.13873963
AXL007,B6,Cu_6,Diptera,Polypedilum sp.,90,larvae,3,1,0.017929162,0.017929162
AXL007,B6,Cu_6,Diptera,Polypedilum sp.,90,larvae,4,2,0.041915933,0.083831865
AXL007,B6,Cu_6,Diptera,Polypedilum sp.,90,larvae,5,2,0.080994866,0.161989733
AXL007,B6,Cu_6,Diptera,Rheocricotopus sp.,112,larvae,3,1,0.065380122,0.065380122
AXL007,B6,Cu_6,Diptera,Tvetenia sp.,118,larvae,3,1,0.065380122,0.065380122
AXL007,B6,Cu_6,Diptera,Tvetenia sp.,118,larvae,4,1,0.12751271,0.12751271
AXL007,B6,Cu_6,Ephemeroptera,Baetis tricaudatus,26,larvae,2,1,0.038880971,0.038880971
AXL007,B6,Cu_6,Ephemeroptera,Baetis tricaudatus,26,larvae,3,1,0.124738201,0.124738201
AXL007,B6,Cu_6,Ephemeroptera,Baetis tricaudatus,26,larvae,4,1,0.285232064,0.285232064
AXL007,B6,Cu_6,Ephemeroptera,Diphetor hageni,35,larvae,3,14,0.124738201,1.746334817
AXL007,B6,Cu_6,Ephemeroptera,Diphetor hageni,35,larvae,4,3,0.285232064,0.855696192
AXL007,B6,Cu_6,Ephemeroptera,Drunella doddsii,171,larvae,4,1,0.420677962,0.420677962
AXL007,B6,Cu_6,Ephemeroptera,Drunella doddsii,171,larvae,5,1,0.764330089,0.764330089
AXL007,B6,Cu_6,Ephemeroptera,Drunella grandis,201,larvae,5,1,0.764330089,0.764330089
AXL007,B6,Cu_6,Ephemeroptera,Drunella grandis,201,larvae,6,1,1.245001775,1.245001775
AXL007,B6,Cu_6,Ephemeroptera,Epeorus longimanus,31,larvae,2,4,0.072855168,0.291420672
AXL007,B6,Cu_6,Ephemeroptera,Ephemerella sp.,28,larvae,2,21,0.065825398,1.382333356
AXL007,B6,Cu_6,Ephemeroptera,Ephemerella sp.,28,larvae,3,32,0.194811102,6.233955254
AXL007,B6,Cu_6,Ephemeroptera,Ephemerella sp.,28,larvae,4,10,0.420677962,4.206779622
AXL007,B6,Cu_6,Ephemeroptera,Ephemerella sp.,28,larvae,5,3,0.764330089,2.292990266
AXL007,B6,Cu_6,Ephemeroptera,Paraleptophlebia sp.,33,larvae,5,2,0.354430665,0.70886133
AXL007,B6,Cu_6,Ephemeroptera,Paraleptophlebia sp.,33,larvae,6,2,0.578378468,1.156756936
AXL007,B6,Cu_6,Ephemeroptera,Rhithrogena sp.,32,larvae,2,1,0.072855168,0.072855168
AXL007,B6,Cu_6,Ephemeroptera,Rhithrogena sp.,32,larvae,3,15,0.222543898,3.338158472
AXL007,B6,Cu_6,Ephemeroptera,Rhithrogena sp.,32,larvae,4,35,0.491469953,17.20144836
AXL007,B6,Cu_6,Ephemeroptera,Rhithrogena sp.,32,larvae,5,30,0.908630158,27.25890475
AXL007,B6,Cu_6,Ephemeroptera,Rhithrogena sp.,32,larvae,6,13,1.501247506,19.51621758
AXL007,B6,Cu_6,Ephemeroptera,Rhithrogena sp.,32,larvae,7,1,2.29521703,2.29521703
AXL007,B6,Cu_6,Planariidae,Polycelis coronata,207,larvae,3,1,0.062647038,0.062647038
AXL007,B6,Cu_6,Plecoptera,Isoperla fulva,165,larvae,6,1,2.666532,2.666532
AXL007,B6,Cu_6,Plecoptera,Skwala americana,16,larvae,13,1,22.21717027,22.21717027
AXL007,B6,Cu_6,Plecoptera,Skwala americana,16,larvae,14,1,27.22319821,27.22319821
AXL007,B6,Cu_6,Trichoptera,Arctopsyche grandis,212,larvae,8,1,1.810907633,1.810907633
AXL007,B6,Cu_6,Trichoptera,Arctopsyche grandis,212,larvae,12,1,5.690861483,5.690861483
AXL007,B6,Cu_6,Trichoptera,Arctopsyche grandis,212,larvae,14,1,8.794998077,8.794998077
AXL007,B6,Cu_6,Trichoptera,Brachycentrus occidentalis,134,larvae,5,2,0.164157988,0.328315976
AXL007,B6,Cu_6,Trichoptera,Brachycentrus occidentalis,134,larvae,6,8,0.263714045,2.109712357
AXL007,B6,Cu_6,Trichoptera,Brachycentrus occidentalis,134,larvae,7,6,0.393726742,2.36236045
AXL007,B6,Cu_6,Trichoptera,Brachycentrus occidentalis,134,larvae,8,3,0.557152361,1.671457082
AXL007,B6,Cu_6,Trichoptera,Hydropsyche oslari,139,larvae,4,1,0.255733482,0.255733482
AXL007,B6,Cu_6,Trichoptera,Lepidostoma sp.,45,larvae,2,29,0.049551357,1.436989344
